"§ø¨½¥N½X","¿¤¥«¥N½X.x","¿¤¥«¦WºÙ.x","¶mÂí¥«°Ï¥N½X.x","¶mÂí¥«°Ï¦WºÙ.x","§ø¨½¦WºÙ.x","X104§ß¾i¤ñ","X104§ß¥®¤ñ","X104§ß¦Ñ¤ñ","X104¦Ñ¤Æ«ü¼Æ","X104§ß¨à¤ñ","X105§ß¾i¤ñ","X105§ß¥®¤ñ","X105§ß¦Ñ¤ñ","X105¦Ñ¤Æ«ü¼Æ","X105§ß¨à¤ñ","X106§ß¾i¤ñ","X106§ß¥®¤ñ","X106§ß¦Ñ¤ñ","X106¦Ñ¤Æ«ü¼Æ","X106§ß¨à¤ñ","X107§ß¾i¤ñ","X107§ß¥®¤ñ","X107§ß¦Ñ¤ñ","X107¦Ñ¤Æ«ü¼Æ","X107§ß¨à¤ñ","X108§ß¾i¤ñ","X108§ß¥®¤ñ","X108§ß¦Ñ¤ñ","X108¦Ñ¤Æ«ü¼Æ","X108§ß¨à¤ñ","X109§ß¾i¤ñ","X109§ß¥®¤ñ","X109§ß¦Ñ¤ñ","X109¦Ñ¤Æ«ü¼Æ","X109§ß¨à¤ñ","110§ß¾i¤ñ","110§ß¥®¤ñ","110§ß¦Ñ¤ñ","110¦Ñ¤Æ«ü¼Æ","110§ß¨à¤ñ"
"68000070-017",68000,"®ç¶é¥«",68000070,"Àt¤s°Ï","Às¹Ø¨½",27.03,12.12,14.91,122.99,7.84186649384316,28.56,12.91,15.65,121.18,7.6972010178117,30.9,13.57,17.32,127.62,8.33872010342598,31.61,13.31,18.3,137.44,7.47540983606557,33.27,14.21,19.06,134.1,8.12049770792403,34.933,14.598,20.333,140.21,7.99538040573877,36.486,15.056,21.428,144.058,8.02892753038033
"68000070-018",68000,"®ç¶é¥«",68000070,"Àt¤s°Ï","ÂÂ¸ô¨½",40.71,15.43,25.28,163.82,9.44162436548223,44.35,16.65,27.7,166.35,9.73821989528796,47.03,17.01,30.01,176.38,10.2818371607516,51.11,16.54,34.57,208.97,9.75609756097561,57.2,16.16,41.04,253.97,9.73782771535581,60.0020000000001,16.763,43.2370000000001,260.774000000001,9.97420664920108,63.9760000000001,16.898,47.0760000000001,283.066000000001,10.0352350857446
"68000070-019",68000,"®ç¶é¥«",68000070,"Àt¤s°Ï","¤j±^¨½",33.07,18.2,14.87,81.67,12.2572815533981,33.25,18.25,15,82.21,11.9883040935673,32.26,16.96,15.29,90.15,10.9192200557103,32.44,16.39,16.06,98.01,10.2068590092542,33.44,16.32,17.12,104.87,10.0520405368392,32.871,15.538,17.336,110.042,9.22716291452454,32.864,14.976,17.892,116.262,8.60797020278144
"68000070-020",68000,"®ç¶é¥«",68000070,"Àt¤s°Ï","¤å¤Æ¨½",29.6,21.86,7.74,35.42,14.1163393849574,29.23,20.65,8.58,41.53,12.7185716915148,29.72,20.28,9.43,46.51,12.3702112423917,31.25,20.73,10.52,50.75,12.5193998965339,31.89,20.19,11.7,57.93,12.3489055864097,32.318,19.764,12.552,62.7000000000002,11.6944737427386,32.978,19.438,13.538,68.1240000000003,11.321069803531
"68000070-021",68000,"®ç¶é¥«",68000070,"Àt¤s°Ï","«n¬ü¨½",35.46,27.57,7.9,28.64,19.0070921985816,35.23,26.92,8.3,30.84,18.2926829268293,35.16,26.03,9.14,35.11,18.3202584217813,37.05,26.6,10.45,39.3,18.3163737280296,38.32,26.53,11.79,44.46,18.1734740706746,38.506,26.01,12.495,47.7,17.9289126327952,39.26,25.77,13.488,51.71,17.7645580873338
"68000070-022",68000,"®ç¶é¥«",68000070,"Àt¤s°Ï","©¯ºÖ¨½",27.17,17.83,9.34,52.39,11.2960266278344,27.58,16.85,10.74,63.73,10.3181247383843,29.2,16.82,12.38,73.56,10.1623445076956,30.01,16.57,13.43,81.06,10.2322661644696,31.87,17.07,14.8,86.67,10.4153621373408,32.715,16.488,16.221,97.2490000000003,9.93066856867437,33.898,16.308,17.582,105.838,9.74594981318418
"68000070-023",68000,"®ç¶é¥«",68000070,"Àt¤s°Ï","ºÖ·½¨½",28.76,17.04,11.72,68.77,9.67741935483871,28.94,16.54,12.4,75,8.8683351468988,31.48,17.48,14,80.13,9.64718853362734,34.37,18.06,16.31,90.28,10.475651189128,34.81,17.18,17.63,102.64,10.9410430839002,36.931,17.8,19.131,108.27,11.1622965117843,38.6840000000001,17.98,20.704,116.572,11.5757528618195
"68000070-024",68000,"®ç¶é¥«",68000070,"Àt¤s°Ï","ÀsµØ¨½",20.47,9.69,10.78,111.19,5.96610169491525,22.99,10.71,12.28,114.65,5.93451568894952,24.6,10.99,13.62,123.93,5.39265251095383,28.18,13,15.18,116.75,6.16621983914209,29.26,12.56,16.7,132.98,6.07882431529726,31.931,13.799,18.134,133.604,6.04480762713857,34.208,14.602,19.608,138.172,6.09052256623423
"68000070-025",68000,"®ç¶é¥«",68000070,"Àt¤s°Ï","°jÀs¨½",21.5,12.18,9.32,76.57,7.09405144694534,22.84,12.51,10.33,82.61,6.8958818958819,24.47,12.77,11.7,91.57,6.7838246409675,27.35,13.93,13.42,96.36,7.13213213213213,28.32,13.17,15.14,114.94,7.04647676161919,30.341,13.932,16.401,119.557,7.03280363518859,32.156,14.272,17.874,128.606,7.04691372174838
"68000070-026",68000,"®ç¶é¥«",68000070,"Àt¤s°Ï","·sÀ­¨½",26.62,16.04,10.57,65.92,10.0496963003865,28.05,15.72,12.33,78.45,9.44182171618995,28.5,15.49,13.01,83.96,9.41728804197735,29.39,15.07,14.31,94.97,8.78473196744317,30.68,15.11,15.56,102.99,8.87005649717514,31.486,14.733,16.744,112.456,8.40780809808357,32.432,14.482,17.94,121.522,8.10617116256662
"68000070-027",68000,"®ç¶é¥«",68000070,"Àt¤s°Ï","¤j´ò¨½",26.94,19.31,7.63,39.51,11.8858954041204,28.27,19.72,8.55,43.33,11.4803625377643,27.67,18.9,8.76,46.36,11.1203838931776,29.96,19.71,10.25,52.03,11.2182116488925,30.49,18.74,11.74,62.63,11.4372469635628,31.303,18.931,12.362,65.254,11.0805857585074,32.182,18.816,13.354,70.748,10.9646409815087
"68000070-028",68000,"®ç¶é¥«",68000070,"Àt¤s°Ï","¤jµØ¨½",33.36,27.53,5.83,21.19,18.752451941938,34.77,27.91,6.86,24.6,18.744417506699,35.24,27.85,7.39,26.52,18.8779284833539,35.35,27.1,8.25,30.45,17.8614385374068,36.37,26.6,9.77,36.75,17.7402071675199,36.998,26.597,10.401,38.9930000000001,17.523048171945,37.658,26.33,11.328,42.6900000000001,17.2323013201322
"68000070-029",68000,"®ç¶é¥«",68000070,"Àt¤s°Ï","ªø©°¨½",39.98,36.06,3.92,10.86,21.4485545539322,42.42,38.02,4.4,11.57,23.008305136881,41.76,36.76,5,13.6,22.0882352941176,41.01,36,5,13.89,21.1707871554419,39.97,34.49,5.48,15.89,20.6301369863014,40.599,34.718,5.876,16.876,20.6268978903246,40.456,34.202,6.248,18.114,20.2794625786545
"68000070-030",68000,"®ç¶é¥«",68000070,"Àt¤s°Ï","·s¿³¨½",34.25,13.75,20.5,149.1,8.5631947303417,35.52,14.72,20.8,141.32,9.20519059205191,35.71,14.57,21.14,145.05,9.08726981585268,37.09,14.13,22.96,162.5,9.0726615816941,37.93,13.24,24.68,186.38,8.89708897088971,38.779,13.599,25.172,185.592,9.12565897938748,39.672,13.438,26.224,195.166,9.1791849264613
"68000080-001",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¿³¤¯¨½",25.53,15.81,9.72,61.44,10.5691056910569,27.29,16.96,10.33,60.93,10.3690685413005,29.55,18.62,10.93,58.73,10.9492556427085,31.23,19.9,11.33,56.92,11.212076799062,32.91,21.16,11.75,55.53,12.3238954999316,34.912,22.582,12.33,53.961,12.3904567974652,36.782,23.946,12.836,52.378,12.8257155850163
"68000080-002",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","ºÖ¿³¨½",29.8,21.02,8.78,41.78,12.6062846580407,29.91,21.13,8.78,41.58,12.0749370277078,30.55,21.76,8.78,40.34,12.0959911222084,31.97,22.58,9.4,41.62,12.1132075471698,33.67,23.45,10.22,43.59,12.7029499199634,34.12,23.881,10.242,42.88,12.3881543680102,35.1,24.512,10.592,43.246,12.411314472341
"68000080-003",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","·çÂ×¨½",31.92,19.95,11.97,60,11.1111111111111,32.07,21.26,10.81,50.86,11.1070381231672,33.76,22.88,10.88,47.57,11.9607843137255,35.17,24.19,10.98,45.39,12.6247798003523,36.04,25.26,10.78,42.67,13.4036532029843,37.194,26.773,10.421,37.2589999999999,13.8723210685475,38.328,28.128,10.2,33.2459999999999,14.4826036546407
"68000080-004",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","·çµo¨½",36.85,19.16,17.69,92.29,11.9901547116737,37.97,18.7,19.27,103.07,11.7836676217765,39.54,18.84,20.7,109.92,12.077641984184,41.67,18.86,22.82,121.01,11.8121790168745,44.58,19.86,24.73,124.52,12.6085315213288,45.87,19.552,26.331,134.882,12.43401447549,47.7860000000001,19.708,28.094,143.122,12.5605409769308
"68000080-005",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","·ç¼w¨½",33.17,16.89,16.29,96.43,11.5238095238095,34.66,17.65,17.01,96.42,11.4484503478811,36.22,17.92,18.3,102.13,11.457670273711,36.55,17.25,19.31,111.94,10.4890604890605,37.14,17.45,19.69,112.8,10.4977664326739,38.497,17.648,20.85,118.422,10.1799086010997,39.48,17.72,21.76,123.248,9.87876099699048
"68000080-006",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","·ç²»¨½",33.94,18.71,15.22,81.35,11.6318850496066,35.55,18.65,16.9,90.59,11.424638678596,37.32,19.21,18.12,94.33,11.8679775280899,39.21,20.28,18.93,93.36,12.2297057780929,38.88,18.69,20.19,108,11.3563545745817,41.042,19.585,21.463,110.347,11.7783141666275,42.396,19.744,22.66,115.954,11.8037147815723
"68000080-007",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¼s¿³¨½",31.54,16.12,15.42,95.66,9.82517482517482,32.26,16.32,15.94,97.67,9.42028985507246,34.06,16.82,17.23,102.45,9.66632266941864,35.53,16.88,18.65,110.49,10.0382077110108,35.92,15.93,19.99,125.49,9.06862745098039,37.471,16.468,21.001,128.096,9.33517143459626,38.674,16.486,22.186,135.344,9.24565374535121
"68000080-008",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¼s¶©¨½",33.16,19.31,13.85,71.7,11.9628647214854,34.32,19.39,14.93,77.01,12.1603798470061,36.13,20.23,15.9,78.62,12.3543123543124,36.29,19.78,16.5,83.42,11.6578349735049,37.64,20.14,17.49,86.86,12.3771111671288,38.787,20.385,18.389,90.5410000000001,12.2002850180232,39.88,20.59,19.274,94.2140000000001,12.2328798198018
"68000080-009",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¦Ë¶é¨½",28.2,15.95,12.25,76.8,9.34609250398724,29.32,15.49,13.82,89.21,8.61459337833494,30.22,15.09,15.13,100.21,7.72449308014162,31.48,15.28,16.19,105.93,8.32253886010363,32.44,14.84,17.61,118.68,8.28170850994457,33.524,14.601,18.927,128.31,7.7316385146074,34.588,14.358,20.236,138.358,7.48955626397574
"68000080-010",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¾]¸Ì¨½",33.73,17.93,15.81,88.18,12.3302552960348,35.79,18.6,17.18,92.38,12.6022913256956,35.55,17.91,17.64,98.48,11.8127381600435,34.87,16.83,18.05,107.26,10.7749469214437,35.05,16.86,18.19,107.88,10.3219213081247,35.514,16.453,19.063,115.12,9.81522688824683,35.686,16.062,19.626,120.548,9.23082565023961
"68000080-011",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","­XÐ¤¨½",29.92,20.93,8.99,42.97,15.209283050145,31.1,21.03,10.08,47.91,14.4230769230769,29.51,19.47,10.05,51.61,13.8807836598583,30.05,19.01,11.03,58.02,13.2887588800669,31.14,18.63,12.52,67.19,12.8505650899958,30.761,17.828,12.937,71.105,12.1749673316361,30.9,17.166,13.738,76.96,11.5897919353052
"68000080-012",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","°ª©ú¨½",29.16,17.31,11.85,68.47,11.2375948628138,31.52,17.98,13.54,75.28,11.0277136258661,32.71,17.58,15.14,86.14,10.9338747099768,34.2,17.45,16.75,96.01,10.8985507246377,36.41,18.1,18.31,101.14,11.2253893623274,37.954,17.999,19.957,111.229,11.018552486464,39.6720000000001,18.104,21.57,119.836,11.0031950962439
"68000080-013",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¥ÕÆO¨½",33.43,19.92,13.51,67.83,14.9721448467967,31.84,17.68,14.16,80.12,12.749827705031,32.89,17.91,14.98,83.63,12.8491620111732,32.66,16.87,15.79,93.57,11.725586279314,33.96,16.78,17.17,102.32,11.4022662889518,33.52,15.705,17.807,110.223,10.2905978638313,33.708,14.996,18.702,118.466,9.47419800969061
"68000080-014",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤jÙõ¨½",24.89,15.19,9.7,63.89,9.19572553430821,26.63,15.76,10.87,68.97,9.36015646828723,27.8,15.9,11.89,74.78,9.64936886395512,29.61,16.29,13.32,81.77,9.47398190045249,32.1,17.17,14.94,87,10.2145922746781,33.426,17.409,16.023,92.9880000000001,10.2242326822077,35.166,17.858,17.316,98.8900000000001,10.4393885734983
"68000080-015",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j¦w¨½",25.86,16.13,9.73,60.33,10.9427609427609,27.2,16.65,10.55,63.33,10.5125693764283,29.23,17.43,11.8,67.7,10.4643765903308,30.12,17.62,12.5,70.97,10.0094726870856,31.19,17.53,13.65,77.88,9.99684642068748,32.794,18.203,14.583,80.864,9.66672748341174,34.152,18.58,15.562,85.138,9.42723491006279
"68000080-016",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j¿³¨½",33.18,22.95,10.24,44.6,15.6071201525747,35.61,24.68,10.92,44.25,16.8466522678186,36.65,24.7,11.96,48.41,16.304347826087,37.39,24.14,13.25,54.86,15.7435279951836,38.47,24.55,13.92,56.71,16.3473053892216,39.968,25.002,14.965,60.2150000000001,16.2829645863747,41.204,25.268,15.934,63.6980000000001,16.3206892064406
"68000080-017",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j©M¨½",32.22,22.96,9.26,40.34,14.7563025210084,32.86,22.86,10,43.71,14.8130001633186,33.69,22.75,10.94,48.09,14.6595208070618,35.31,23.29,12.02,51.62,14.9884704073789,35.84,23.05,12.79,55.48,14.9566257852229,36.891,23.165,13.726,59.3050000000001,15.0076189685449,37.86,23.226,14.634,63.1240000000001,15.0652306457938
"68000080-018",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j¦P¨½",35.68,18.52,17.17,92.71,13.1934032983508,37.61,19.11,18.5,96.8,13.5321100917431,38.33,18.74,19.59,104.51,13.0568356374808,39.83,18.71,21.12,112.86,13.1987577639752,41.4,19.09,22.31,116.87,13.9041633935585,42.668,19.056,23.608,124.064,13.7035043958159,44.034,19.13,24.898,130.502,13.8123211820807
"68000080-019",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j¦¨¨½",42.11,20.91,21.2,101.37,14.5265423242468,43.25,20.8,22.44,107.9,14.4746247319514,43.04,19.18,23.86,124.39,13.5300467794171,43.48,18.57,24.91,134.11,12.6709863210943,44.53,18.16,26.37,145.18,12.983223924143,44.803,17.205,27.599,156.739,12.1700022528511,45.31,16.432,28.88,168.122,11.6809747317446
"68000080-020",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j¸q¨½",34.71,19.83,14.87,75,13.7319711538462,35.42,20.04,15.38,76.76,13.8780414538901,36.01,19.75,16.26,82.33,13.4844868735084,36.65,19.39,17.25,88.98,13.1887985546522,36.75,18.77,17.98,95.78,13.2845825716027,37.501,18.725,18.775,99.9040000000001,13.0383701023824,38.032,18.448,19.584,105.282,12.87996809601
"68000080-021",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j©¾¨½",49.5,31.39,18.11,57.69,23.3400402414487,50.64,32.21,18.43,57.2,23.2010759919301,49.87,30.96,18.91,61.08,22.1794871794872,51.21,31.48,19.73,62.68,22.477650063857,53.32,32.32,20.99,64.94,22.4726336123632,53.371,32.011,21.352,66.712,21.996705661944,54.192,32.124,22.058,68.7100000000001,21.7508817433196
"68000080-022",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤jºÖ¨½",34.75,23.97,10.78,44.96,17.8486742832507,36.14,24.02,12.12,50.45,17.8341211860765,36.32,22.99,13.33,58,16.5161290322581,37.62,23.13,14.49,62.67,16.2765729010092,39.02,22.85,16.17,70.78,16.1933665727292,39.776,22.453,17.323,76.5300000000001,15.4733236832316,40.778,22.14,18.638,82.9160000000001,14.9865073126206
"68000080-023",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j«i¨½",29.47,20.68,8.79,42.48,13.4949049848527,31.45,21.29,10.16,47.73,13.776918829376,32.63,21.43,11.19,52.22,14.2429193899782,34.65,21.99,12.66,57.56,15.0138504155125,36.14,22.16,13.98,63.12,15.3002467781738,37.83,22.608,15.22,67.9550000000001,15.8200526314123,39.484,22.974,16.508,73.0660000000002,16.3048141486901
"68000080-024",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j«H¨½",52.29,17.28,35.01,202.63,10.5281566981462,51.26,17.33,33.93,195.77,10.5520614954577,50.94,16.65,34.29,205.96,9.81225646475381,51.56,16.95,34.62,204.29,10.5090909090909,53.71,17.33,36.38,209.96,10.6093979441997,52.894,17.024,35.875,210.676,10.4380462740517,53.208,16.996,36.218,212.994,10.4499974646257
"68000080-025",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤jµØ¨½",30.08,18.33,11.74,64.06,11.7884356790677,32.42,19.54,12.88,65.9,12.7870328680774,34.77,20.77,14.01,67.46,13.2882882882883,38.47,23.01,15.46,67.19,14.9213483146067,39.87,22.79,17.08,74.95,14.9213483146067,42.811,24.605,18.212,74.833,16.0613329082116,45.3740000000001,25.844,19.538,77.14,16.9013469799723
"68000080-026",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j¤¯¨½",30.09,19.17,10.93,57.01,12.769878883623,31.85,19.79,12.06,60.96,12.8306878306878,33.62,19.9,13.71,68.88,12.6786659608258,35.8,20.83,14.97,71.85,13.4023354564756,37.39,20.56,16.83,81.87,13.3981631550513,39.315,21.196,18.113,86.297,13.564411107926,41.17,21.578,19.584,92.3580000000001,13.7472327247905
"68000080-027",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j´¼¨½",28.56,15.86,12.7,80.08,9.63444857496902,29.52,16.01,13.52,84.45,9.31982633863965,31.59,16.42,15.16,92.33,9.44206008583691,33.72,17.91,15.81,88.31,10.137741046832,35.65,18.65,17.01,91.22,10.9200109200109,37.3220000000001,19.214,18.113,95.12,10.9075292127405,39.1600000000001,19.962,19.204,97.7340000000001,11.2464331525682
"68000080-028",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","·ç®õ¨½",27.8,18.38,9.42,51.28,10.1801096319499,29.75,19.15,10.6,55.34,10.414480587618,30.11,18.86,11.26,59.7,10.7676455435343,31.82,19.09,12.73,66.71,10.7291666666667,33.82,19.2,14.62,76.14,10.5667372881356,34.893,19.41,15.485,80.1610000000002,10.8580103610069,36.304,19.568,16.738,86.2700000000002,10.9668045001489
"68000080-029",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j©÷¨½",32.33,17.43,14.89,85.42,11.517077045274,34.46,17.99,16.47,91.54,11.2980769230769,35.87,18.08,17.8,98.45,11.503006012024,37.75,18.71,19.04,101.72,11.6064257028112,38.58,18.52,20.06,108.3,11.6053376465831,40.535,19.016,21.525,113.868,11.6514456606596,42.114,19.306,22.816,119.462,11.6999326588948
"68000080-030",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j¥¿¨½",35.02,25.45,9.57,37.62,17.0903190914008,36.03,25.36,10.67,42.07,16.77471636953,37.81,25.91,11.89,45.9,17.6374523679913,39.52,25.82,13.7,53.06,17.9977814753189,40.69,25.56,15.13,59.19,17.9133858267717,42.263,25.824,16.437,63.8070000000001,18.3434905991618,43.746,25.892,17.852,69.2200000000001,18.6304104568148
"68000080-031",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j±j¨½",28.49,17.43,11.06,63.49,11.7859725234996,30.53,17.9,12.63,70.56,11.1512089498376,31.37,17.27,14.09,81.57,10.5150214592275,33.11,17.47,15.64,89.51,10.6757728253055,36.14,17.93,18.22,101.64,10.9970674486804,37.292,17.771,19.527,109.929,10.409034759059,39.08,17.828,21.26,119.454,10.2037101316419
"68000080-032",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤jµo¨½",25.83,14.38,11.45,79.62,8.57300884955752,28.82,16.21,12.61,77.82,9.12610619469027,30.69,16.86,13.83,82.03,9.75206611570248,31.81,16.52,15.29,92.57,9.15178571428571,34.01,17.15,16.87,98.34,9.71039182282794,36.037,17.979,18.066,101.733,9.95280537925367,37.972,18.564,19.418,106.952,10.1828499258673
"68000080-033",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j©ú¨½",28.19,18.8,9.39,49.92,12.7914110429448,28.85,18.76,10.09,53.81,12.7090301003344,29.82,18.69,11.13,59.58,12.1576888353897,31.45,18.78,12.67,67.47,12.1257937707892,33.15,18.65,14.5,77.72,12.1019108280255,34.048,18.652,15.396,82.4780000000001,11.7884958876816,35.3,18.624,16.676,89.4040000000001,11.5922722117432
"68000080-034",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j¦Ë¨½",31.5,17.57,13.92,79.24,11.0201042442293,32.22,17.82,14.4,80.83,10.022271714922,32.72,17.62,15.1,85.71,10.4367135455218,34.88,17.81,17.07,95.8,9.80538922155689,38.16,18.97,19.2,101.2,11.1532625189681,38.6900000000001,18.795,19.907,106.223,10.5023784658734,40.2880000000001,19.074,21.23,112.112,10.5073218714846
"68000080-035",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j¼y¨½",31.08,16.64,14.44,86.79,10.989010989011,32.62,16.99,15.63,92.02,11.3237639553429,34.7,17.62,17.07,96.88,12.2738001573564,35.63,16.57,19.06,114.98,11.8494795836669,37.19,16.42,20.77,126.5,11.576354679803,38.813,16.59,22.221,134.148,12.1126027760084,40.336,16.504,23.83,144.386,12.2826430769992
"68000080-036",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j¤d¨½",29.84,20.21,9.63,47.67,14.8460774577954,30.62,20.68,9.95,48.1,14.4047035766781,32.35,21.03,11.32,53.79,14.458413926499,33.17,21.03,12.14,57.74,13.647401651287,35.71,22.11,13.6,61.49,14.9402390438247,36.625,22.257,14.367,64.9420000000001,14.2886735052171,38.054,22.672,15.38,68.6700000000001,14.2317756298838
"68000080-037",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤jºa¨½",30.01,17.28,12.72,73.6,11.9794637763833,31.11,17.12,13.99,81.73,11.3196814562002,34.69,18.86,15.83,83.89,12.2133027522936,35.96,19.28,16.69,86.57,12.1979286536249,37.05,19.31,17.75,91.92,13.0635838150289,39.443,20.236,19.224,95.986,13.068738273121,41.336,20.858,20.5,100.134,13.3733870005926
"68000080-038",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","­X©ú¨½",29.22,19,10.22,53.77,12.3080795368739,29.88,18.36,11.51,62.7,11.563957770685,30.42,18.03,12.39,68.72,11.350435624395,31.27,18.37,12.91,70.27,11.7816091954023,31.93,18.23,13.7,75.13,12.0925838450638,32.587,17.939,14.654,81.205,11.7553312068131,33.268,17.786,15.49,86.234,11.7339972109228
"68000080-039",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","°ª«°¨½",31.57,18.98,12.59,66.35,11.9047619047619,33.65,19.67,13.98,71.06,12.1757925072046,35.87,20.63,15.25,73.91,12.3554913294798,37.23,20.7,16.53,79.86,12.545720555962,38.48,20.19,18.29,90.63,12.6159554730983,40.58,21.069,19.513,93.5700000000001,12.8572389097304,42.32,21.414,20.908,99.3060000000002,13.0364704282734
"68000080-040",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","·ç¿³¨½",27.76,15.99,11.77,73.61,10.168776371308,29.21,16.27,12.94,79.54,10.528506034124,29.73,15.69,14.04,89.45,9.93788819875776,30.83,16.37,14.45,88.28,10.126582278481,32.2,16.14,16.06,99.49,10.0616016427105,33.096,16.212,16.879,104.224,9.97978894122485,34.146,16.252,17.888,110.274,9.91816161994105
"68000080-041",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j·R¨½",31.99,19.99,12,60.04,13.96697902722,33.67,20.87,12.8,61.36,14.6211785556048,36.16,22.54,13.62,60.43,15.5096660808436,39.01,23.83,15.17,63.65,16.3148636763412,42.95,25.88,17.06,65.92,17.6444245409763,44.934,27.044,17.877,66.495,18.3259952206719,47.66,28.518,19.126,67.9,19.2308528354968
"68000080-042",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤j§»¨½",31.61,23.19,8.41,36.28,17.03130259172,32.27,22.91,9.36,40.84,15.9154491762512,33.78,23.61,10.18,43.12,15.1811385853939,35.07,23.93,11.14,46.55,15.3465346534653,37.38,24.98,12.4,49.63,16.0299225220411,38.324,25.104,13.226,53.007,15.1293671071312,39.758,25.564,14.202,56.248,14.8721996409168
"68000080-043",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¤jº~¨½",23.76,18.58,5.18,27.9,12.5204582651391,24.33,18.63,5.7,30.61,12.4117327539381,25.04,18.75,6.29,33.52,12.2525414660246,24.3,17.42,6.87,39.46,11.2044082917869,24.47,17.33,7.14,41.17,11.2350804359107,24.797,17.029,7.76300000000001,45.1490000000001,10.7914202063775,24.936,16.658,8.27200000000001,48.6880000000001,10.4136121943167
"68000080-044",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¼s¼w¨½",22.41,12.3,10.11,82.2,6.76751592356688,23.52,12.39,11.12,89.78,6.69041963578781,24.43,12.34,12.1,98.06,6.20771985674493,27.16,13.5,13.66,101.2,7.07356507679871,28.62,13.74,14.88,108.33,7.35895339329518,30.046,14.051,15.998,115.018,7.28944089137896,31.652,14.45,17.206,121.386,7.4460429294257
"68000080-045",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","Às¤Í¨½",37.96,19.7,18.26,92.67,15.2140278494069,39.69,20.52,19.16,93.37,15.1832460732984,40.62,20.15,20.47,101.58,14.0882509303562,41.44,19.32,22.12,114.48,13.2400430570506,42.09,18.84,23.25,123.43,12.7018299246502,43.363,18.83,24.534,129.895,11.9951999072241,44.364,18.538,25.828,138.158,11.298440020648
"68000080-046",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","³°¥ú¨½",45.11,21.21,23.9,112.68,14.4298122723452,45.92,21.39,24.53,114.68,15,45.81,21.72,24.09,110.87,14.6388354847569,45.8,21.14,24.65,116.6,14.1514648977336,44.42,20.12,24.31,120.84,13.5105508358454,44.962,20.387,24.578,120.606,13.5400153055564,44.812,20.144,24.672,122.43,13.2713095080298
"68000080-047",68000,"®ç¶é¥«",68000080,"¤K¼w°Ï","¥ÃÂ×¨½",30.31,17.99,12.31,68.43,12.9241326725124,30.97,17.6,13.36,75.92,11.7602138220695,31.37,17.39,13.99,80.44,11.0813909056171,32.76,17.45,15.31,87.75,11.0376991838321,35.3,18.64,16.66,89.36,11.8207060690202,35.673,18.159,17.521,96.487,10.8460181770437,36.85,18.274,18.586,101.856,10.5530813925215
